id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait,cleaned_attacks,cleaned_abilities,cleaned_rules,2021_exception,temp_id,power_level,tournamentYear
swshp-SWSH069,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,kodama,Lugia,SWSH069,['Colorless'],Pokémon,['Basic'],none,130.0,none,none,none,"[{'name': 'Gust', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ''}, {'name': 'Wind Pressure', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '250', 'text': 'If your opponent has 5 or fewer cards in their hand, this attack does nothing.'}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,It is said to be the guardian of the seas. It is rumored to have been seen on the night of a storm.,[249],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]",none,D,none,name: Gust cost: Colorless Colorless convertedEnergyCost: 2 damage: 40 text:  name: Wind Pressure cost: Colorless Colorless Colorless Colorless convertedEnergyCost: 4 damage: 250 text: If your opponent has 5 or fewer cards in their hand this attack does nothing.,none,none,True,69-lugia,0.0,2021
swshp-SWSH070,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Akira Komayama,Grookey,SWSH070,['Grass'],Pokémon,['Basic'],none,60.0,none,['Thwackey'],none,"[{'name': 'Full On', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'Flip a coin. If tails, this attack does nothing.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1.0,Promo,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",[810],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Full On cost: Grass convertedEnergyCost: 1 damage: 30 text: Flip a coin. If tails this attack does nothing.,none,none,True,7-grookey,0.0,2021
swshp-SWSH071,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Akira Komayama,Scorbunny,SWSH071,['Fire'],Pokémon,['Basic'],none,60.0,none,['Raboot'],none,"[{'name': 'Me First', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Draw a card.'}, {'name': 'Live Coal', 'cost': ['Fire', 'Fire'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1.0,Promo,"A warm-up of running around gets fire energy coursing through this Pokémon's body. Once that happens, it's ready to fight at full power.",[813],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Me First cost: Colorless convertedEnergyCost: 1 damage:  text: Draw a card. name: Live Coal cost: Fire Fire convertedEnergyCost: 2 damage: 20 text: ,none,none,True,71-scorbunny,0.0,2021
swshp-SWSH072,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,so-taro,Vaporeon,SWSH072,['Water'],Pokémon,['Stage 1'],none,110.0,Eevee,none,"[{'name': 'Watery Shroud', 'text': ""As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's)."", 'type': 'Ability'}]","[{'name': 'Hydro Pump', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60+', 'text': 'This attack does 20 more damage for each Water Energy attached to this Pokémon.'}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,"When Vaporeon's fins begin to vibrate, it is a sign that rain will come within a few hours.",[134],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Hydro Pump cost: Colorless Colorless Colorless convertedEnergyCost: 3 damage: 60+ text: This attack does 20 more damage for each Water Energy attached to this Pokémon.,"name: Watery Shroud text: ""As long as this Pokémon is on your Bench prevent all damage done to this Pokémon by attacks (both yours and your opponents)."" type: Ability",none,True,72-vaporeon,0.0,2021
swshp-SWSH073,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Akira Komayama,Sobble,SWSH073,['Water'],Pokémon,['Basic'],none,60.0,none,['Drizzile'],none,"[{'name': 'Growl', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""During your opponent's next turn, the Defending Pokémon's attacks do 20 less damage (before applying Weakness and Resistance).""}, {'name': 'Rain Splash', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,Promo,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attacks won't be able to resist weeping.",[816],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,"name: Growl cost: Colorless convertedEnergyCost: 1 damage:  text: ""During your opponents next turn the Defending Pokémons attacks do 20 less damage (before applying Weakness and Resistance)."" name: Rain Splash cost: Water convertedEnergyCost: 1 damage: 10 text: ",none,none,True,73-sobble,0.0,2021
swshp-SWSH074,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,The Pokémon Company Art Team,Special Delivery Pikachu,SWSH074,['Lightning'],Pokémon,['Basic'],none,60.0,none,['Raichu'],none,"[{'name': 'Happy Delivery', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck.'}, {'name': 'Electro Ball', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,Promo,Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.,[25],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Happy Delivery cost: Colorless convertedEnergyCost: 1 damage:  text: Search your deck for an Item card reveal it and put it into your hand. Then shuffle your deck. name: Electro Ball cost: Lightning Colorless convertedEnergyCost: 2 damage: 30 text: ,none,none,True,74-specialdeliverypikachu,0.0,2021
swshp-SWSH075,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,The Pokémon Company Art Team,Special Delivery Charizard,SWSH075,['Fire'],Pokémon,['Stage 2'],none,160.0,Charmeleon,none,none,"[{'name': 'Happy Delivery', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 2 Item cards, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'name': 'Flamethrower', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '160', 'text': 'Discard an Energy from this Pokémon.'}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,Promo,It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.,[6],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Happy Delivery cost: Colorless convertedEnergyCost: 1 damage:  text: Search your deck for up to 2 Item cards reveal them and put them into your hand. Then shuffle your deck. name: Flamethrower cost: Fire Fire Colorless convertedEnergyCost: 3 damage: 160 text: Discard an Energy from this Pokémon.,none,none,True,75-specialdeliverycharizard,0.0,2021
swshp-SWSH078,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,5ban Graphics,Orbeetle V,SWSH078,['Grass'],Pokémon,"['Basic', 'V']",none,180.0,none,none,none,"[{'name': 'Strafe', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'You may switch this Pokémon with 1 of your Benched Pokémon.'}, {'name': 'Mysterious Wave', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50+', 'text': ""This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.""}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1.0,Promo,none,[826],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,none,"name: Strafe cost: Grass convertedEnergyCost: 1 damage: 20 text: You may switch this Pokémon with 1 of your Benched Pokémon. name: Mysterious Wave cost: Grass Colorless convertedEnergyCost: 2 damage: 50+ text: ""This attack does 30 more damage for each Energy attached to your opponents Active Pokémon.""",none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,78-orbeetlev,0.0,2021
swshp-SWSH079,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,KEIICHIRO ITO,Galarian Mr. Rime,SWSH079,['Water'],Pokémon,['Stage 1'],none,120.0,Galarian Mr. Mime,none,"[{'name': 'Shuffle Dance', 'text': ""Once during your turn, you may switch 1 of your opponent's face-down Prize cards with the top card of their deck. (The cards stay face down.)"", 'type': 'Ability'}]","[{'name': 'Mad Party', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20×', 'text': 'This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.'}]","[{'type': 'Metal', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,It's highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,[866],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Mad Party cost: Water Colorless Colorless convertedEnergyCost: 3 damage: 20× text: This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.,"name: Shuffle Dance text: ""Once during your turn you may switch 1 of your opponents face-down Prize cards with the top card of their deck. (The cards stay face down.)"" type: Ability",none,True,79-galarianmr.rime,0.06060606060606061,2021
swshp-SWSH080,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Yuu Nishida,Dedenne,SWSH080,['Psychic'],Pokémon,['Basic'],none,70.0,none,none,none,"[{'name': 'Mad Party', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20×', 'text': 'This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.'}]","[{'type': 'Metal', 'value': '×2'}]",['Colorless'],1.0,Promo,Its upper whiskers are sensors that survey its surroundings. Its lower whiskers are organs that shoot electricity.,[702],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Mad Party cost: Psychic Colorless Colorless convertedEnergyCost: 3 damage: 20× text: This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.,none,none,True,8-dedenne,0.06060606060606061,2021
swshp-SWSH081,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Misa Tsutsui,Polteageist,SWSH081,['Psychic'],Pokémon,['Stage 1'],none,60.0,Sinistea,none,"[{'name': 'Tea Break', 'text': 'You must discard a Pokémon that has the Mad Party attack from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.', 'type': 'Ability'}]","[{'name': 'Mad Party', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20×', 'text': 'This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.'}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1.0,Promo,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",[855],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]",none,D,none,name: Mad Party cost: Colorless Colorless convertedEnergyCost: 2 damage: 20× text: This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.,name: Tea Break text: You must discard a Pokémon that has the Mad Party attack from your hand in order to use this Ability. Once during your turn you may draw 2 cards. type: Ability,none,True,81-polteageist,0.06060606060606061,2021
swshp-SWSH082,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,sowsow,Bunnelby,SWSH082,['Colorless'],Pokémon,['Basic'],none,40.0,none,['Diggersby'],none,"[{'name': 'Mad Party', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20×', 'text': 'This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,Promo,"It excels at digging holes. Using its ears, it can dig a nest 33 feet deep in one night.",[659],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Mad Party cost: Colorless Colorless convertedEnergyCost: 2 damage: 20× text: This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.,none,none,True,82-bunnelby,0.06060606060606061,2021
swshp-SWSH083,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Ayaka Yoshida,Alakazam V,SWSH083,['Psychic'],Pokémon,"['Basic', 'V']",none,190.0,none,none,none,"[{'name': 'Zen Spoon', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Put 3 damage counters on your opponent's Pokémon in any way you like.""}, {'name': 'Mind Ruler', 'cost': ['Psychic', 'Psychic'], 'convertedEnergyCost': 2, 'damage': '30×', 'text': ""This attack does 30 damage for each card in your opponent's hand.""}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1.0,Promo,none,[65],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]","['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,none,"name: Zen Spoon cost: Psychic convertedEnergyCost: 1 damage:  text: ""Put 3 damage counters on your opponents Pokémon in any way you like."" name: Mind Ruler cost: Psychic Psychic convertedEnergyCost: 2 damage: 30× text: ""This attack does 30 damage for each card in your opponents hand.""",none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,83-alakazamv,0.0,2021
swshp-SWSH084,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,5ban Graphics,Eldegoss V,SWSH084,['Grass'],Pokémon,"['Basic', 'V']",none,180.0,none,none,"[{'name': 'Happy Match', 'text': 'When you play this Pokémon from your hand onto your Bench during your turn, you may put a Supporter card from your discard pile into your hand.', 'type': 'Ability'}]","[{'name': 'Float Up', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50', 'text': 'You may shuffle this Pokémon and all attached cards into your deck.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1.0,Promo,none,[830],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,none,name: Float Up cost: Colorless Colorless convertedEnergyCost: 2 damage: 50 text: You may shuffle this Pokémon and all attached cards into your deck.,name: Happy Match text: When you play this Pokémon from your hand onto your Bench during your turn you may put a Supporter card from your discard pile into your hand. type: Ability,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,84-eldegossv,0.10984848484848485,2021
swshp-SWSH085,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,aky CG Works,Boltund V,SWSH085,['Lightning'],Pokémon,"['Basic', 'V']",none,200.0,none,none,none,"[{'name': 'Electrify', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 2 Lightning Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck.'}, {'name': 'Bolt Storm', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'This attack does 30 more damage for each Lightning Energy attached to all of your Pokémon.'}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,none,[836],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,none,name: Electrify cost: Lightning convertedEnergyCost: 1 damage:  text: Search your deck for up to 2 Lightning Energy cards and attach them to your Benched Pokémon in any way you like. Then shuffle your deck. name: Bolt Storm cost: Lightning Colorless convertedEnergyCost: 2 damage: 10+ text: This attack does 30 more damage for each Lightning Energy attached to all of your Pokémon.,none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,85-boltundv,0.007575757575757576,2021
swshp-SWSH086,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,aky CG Works,Cramorant V,SWSH086,['Colorless'],Pokémon,"['Basic', 'V']",none,200.0,none,none,none,"[{'name': 'Beak Catch', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.'}, {'name': 'Spit Shot', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""Discard all Energy from this Pokémon. This attack does 160 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,Promo,none,[845],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]","['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,none,"name: Beak Catch cost: Colorless convertedEnergyCost: 1 damage:  text: Search your deck for up to 2 cards and put them into your hand. Then shuffle your deck. name: Spit Shot cost: Colorless Colorless Colorless convertedEnergyCost: 3 damage:  text: ""Discard all Energy from this Pokémon. This attack does 160 damage to 1 of your opponents Pokémon. (Dont apply Weakness and Resistance for Benched Pokémon.)""",none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,86-cramorantv,0.03787878787878788,2021
swshp-SWSH087,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,PLANETA Mochizuki,Eevee VMAX,SWSH087,['Colorless'],Pokémon,['VMAX'],none,300.0,Eevee V,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']",none,"[{'name': 'G-Max Cuddle', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '150', 'text': ""During your opponent's next turn, if the Defending Pokémon tries to attack, your opponent flips a coin. If tails, that attack doesn't happen.""}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,Promo,none,[133],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",D,none,"name: G-Max Cuddle cost: Colorless Colorless Colorless convertedEnergyCost: 3 damage: 150 text: ""During your opponents next turn if the Defending Pokémon tries to attack your opponent flips a coin. If tails that attack doesnt happen.""",none,VMAX rule: When your Pokémon VMAX is Knocked Out your opponent takes 3 Prize cards.,True,87-eeveevmax,0.0,2021
swshp-SWSH092,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Uta,Charmander,SWSH092,['Fire'],Pokémon,['Basic'],none,70.0,none,['Charmeleon'],none,"[{'name': 'Collect', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Draw a card.'}, {'name': 'Flare', 'cost': ['Fire', 'Fire'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1.0,Promo,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.",[4],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Collect cost: Fire convertedEnergyCost: 1 damage:  text: Draw a card. name: Flare cost: Fire Fire convertedEnergyCost: 2 damage: 30 text: ,none,none,True,92-charmander,0.0,2021
swshp-SWSH093,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,tetsuya koizumi,Arrokuda,SWSH093,['Water'],Pokémon,['Basic'],none,60.0,none,['Barraskewda'],none,"[{'name': 'Flock', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 2 Arrokuda and put them onto your Bench. Then, shuffle your deck.'}, {'name': 'Peck', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,Promo,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It's very proud of that jaw.",[846],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Flock cost: Colorless convertedEnergyCost: 1 damage:  text: Search your deck for up to 2 Arrokuda and put them onto your Bench. Then shuffle your deck. name: Peck cost: Water Colorless convertedEnergyCost: 2 damage: 20 text: ,none,none,True,93-arrokuda,0.0,2021
swshp-SWSH094,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Yuu Nishida,Jolteon,SWSH094,['Lightning'],Pokémon,['Stage 1'],none,100.0,Eevee,none,none,"[{'name': 'Energize', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Attach a Lightning Energy card from your discard pile to this Pokémon.'}, {'name': 'Thunder', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '160', 'text': 'This Pokémon also does 30 damage to itself.'}]","[{'type': 'Fighting', 'value': '×2'}]",none,none,Promo,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes.",[135],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: Energize cost: Lightning convertedEnergyCost: 1 damage:  text: Attach a Lightning Energy card from your discard pile to this Pokémon. name: Thunder cost: Lightning Lightning Colorless convertedEnergyCost: 3 damage: 160 text: This Pokémon also does 30 damage to itself.,none,none,True,94-jolteon,0.0,2021
swshp-SWSH095,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,Naoki Saito,Eevee,SWSH095,['Colorless'],Pokémon,['Basic'],none,60.0,none,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']",none,"[{'name': 'First Step', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Draw a card.'}, {'name': 'Tail Whap', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,Promo,It has the ability to alter the composition of its body to suit its surrounding environment.,[133],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,none,D,none,name: First Step cost: Colorless convertedEnergyCost: 1 damage:  text: Draw a card. name: Tail Whap cost: Colorless Colorless Colorless convertedEnergyCost: 3 damage: 30 text: ,none,none,True,95-eevee,0.0,2021
swshp-SWSH096,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,aky CG Works,Dragapult V,SWSH096,['Psychic'],Pokémon,"['Basic', 'V']",none,210.0,none,none,none,"[{'name': 'Bite', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ''}, {'name': 'Jet Assault', 'cost': ['Psychic', 'Psychic'], 'convertedEnergyCost': 2, 'damage': '60+', 'text': 'If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 80 more damage.'}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1.0,Promo,none,[887],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]","['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,none,name: Bite cost: Psychic convertedEnergyCost: 1 damage: 30 text:  name: Jet Assault cost: Psychic Psychic convertedEnergyCost: 2 damage: 60+ text: If this Pokémon moved from your Bench to the Active Spot this turn this attack does 80 more damage.,none,V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,96-dragapultv,0.0,2021
swshp-SWSH097,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,aky CG Works,Dragapult VMAX,SWSH097,['Psychic'],Pokémon,['VMAX'],none,320.0,Dragapult V,none,none,"[{'name': 'Shred', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '60', 'text': ""This attack's damage isn't affected by any effects on your opponent's Active Pokémon.""}, {'name': 'Max Phantom', 'cost': ['Psychic', 'Psychic'], 'convertedEnergyCost': 2, 'damage': '130', 'text': ""Put 5 damage counters on your opponent's Benched Pokémon in any way you like.""}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1.0,Promo,none,[887],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]","['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",D,none,"name: Shred cost: Psychic convertedEnergyCost: 1 damage: 60 text: ""This attacks damage isnt affected by any effects on your opponents Active Pokémon."" name: Max Phantom cost: Psychic Psychic convertedEnergyCost: 2 damage: 130 text: ""Put 5 damage counters on your opponents Benched Pokémon in any way you like.""",none,VMAX rule: When your Pokémon VMAX is Knocked Out your opponent takes 3 Prize cards.,True,97-dragapultvmax,0.0,2021
swshp-SWSH098,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,PLANETA Mochizuki,Crobat V,SWSH098,['Darkness'],Pokémon,"['Basic', 'V']",none,180.0,none,none,"[{'name': 'Dark Asset', 'text': ""When you play this Pokémon from your hand onto your Bench during your turn, you may draw cards until you have 6 cards in your hand. You can't use more than 1 Dark Asset Ability each turn."", 'type': 'Ability'}]","[{'name': 'Venomous Fang', 'cost': ['Darkness', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '70', 'text': ""Your opponent's Active Pokémon is now Poisoned.""}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,Promo,none,[169],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,none,"name: Venomous Fang cost: Darkness Colorless convertedEnergyCost: 2 damage: 70 text: ""Your opponents Active Pokémon is now Poisoned.""","name: Dark Asset text: ""When you play this Pokémon from your hand onto your Bench during your turn you may draw cards until you have 6 cards in your hand. You cant use more than 1 Dark Asset Ability each turn."" type: Ability",V rule: When your Pokémon V is Knocked Out your opponent takes 2 Prize cards.,True,98-crobatv,0.29545454545454547,2021
swshp-SWSH099,SWSH Black Star Promos,Sword & Shield,TPCI,Eighth,11/15/2019,PLANETA Tsuji,Crobat VMAX,SWSH099,['Darkness'],Pokémon,['VMAX'],none,300.0,Crobat V,none,none,"[{'name': 'Stealth Poison', 'cost': ['Darkness', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '70', 'text': ""Your opponent's Active Pokémon is now Poisoned. Switch this Pokémon with 1 of your Benched Pokémon.""}, {'name': 'Max Cutter', 'cost': ['Darkness', 'Darkness', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '180', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,Promo,none,[169],"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",D,none,"name: Stealth Poison cost: Darkness Colorless convertedEnergyCost: 2 damage: 70 text: ""Your opponents Active Pokémon is now Poisoned. Switch this Pokémon with 1 of your Benched Pokémon."" name: Max Cutter cost: Darkness Darkness Colorless convertedEnergyCost: 3 damage: 180 text: ",none,VMAX rule: When your Pokémon VMAX is Knocked Out your opponent takes 3 Prize cards.,True,99-crobatvmax,0.0,2021
