id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait,cleaned_attacks,cleaned_abilities,cleaned_rules,2021_exception,temp_id,name_card,power_level,tournamentYear
swsh3-160,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,inose yukie,Cape of Toughness,160,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", 'The Basic Pokémon this card is attached to gets +50 HP, except Pokémon-GX.', 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" The Basic Pokémon this card is attached to gets +50 HP except Pokémon-GX. You may play any number of Item cards during your turn.",False,Cape of Toughness,Cape of Toughness,0.03116025272831706,2022
swsh3-161,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,sadaji,Familiar Bell,161,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for a Pokémon with the same name as a Pokémon in your discard pile, reveal it, and put it into your hand. Then, shuffle your deck.', 'You may play any number of Item cards during your turn.']",D,none,none,none,Search your deck for a Pokémon with the same name as a Pokémon in your discard pile reveal it and put it into your hand. Then shuffle your deck. You may play any number of Item cards during your turn.,False,Familiar Bell,,0.0,2022
swsh3-162,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,aky CG Works,Glimwood Tangle,162,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Once during each player's turn, after that player flips any coins for an attack, they may ignore all results of those coin flips and begin flipping those coins again."", ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.""]",D,none,none,none,"""Once during each players turn after that player flips any coins for an attack they may ignore all results of those coin flips and begin flipping those coins again."" ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play you cant play this card.""",False,Glimwood Tangle,Glimwood Tangle,0.0005743825387708214,2022
swsh3-163,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,take,Kabu,163,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Shuffle your hand into your deck. Then, draw 4 cards. If your Active Pokémon is your only Pokémon in play, draw 8 cards instead.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Shuffle your hand into your deck. Then draw 4 cards. If your Active Pokémon is your only Pokémon in play draw 8 cards instead. You may play only 1 Supporter card during your turn.,False,Kabu,,0.0,2022
swsh3-164,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,Studio Bora Inc.,Old PC,164,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Flip 2 coins. If both are heads, put a card from your discard pile into your hand.', 'You may play any number of Item cards during your turn.']",D,none,none,none,Flip 2 coins. If both are heads put a card from your discard pile into your hand. You may play any number of Item cards during your turn.,False,Old PC,,0.0,2022
swsh3-165,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,take,Piers,165,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for an Energy card and a Darkness Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Search your deck for an Energy card and a Darkness Pokémon reveal them and put them into your hand. Then shuffle your deck. You may play only 1 Supporter card during your turn.,False,Piers,Piers,0.0022975301550832855,2022
swsh3-166,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,kirisAki,Pokémon Breeder's Nurturing,166,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Choose up to 2 of your Pokémon in play. For each of those Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can't use this card during your first turn or on a Pokémon that was put into play this turn."", 'You may play only 1 Supporter card during your turn.']",D,none,none,none,"""Choose up to 2 of your Pokémon in play. For each of those Pokémon search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then shuffle your deck. You cant use this card during your first turn or on a Pokémon that was put into play this turn."" You may play only 1 Supporter card during your turn.",False,Pokémon Breeder's Nurturing,,0.0,2022
swsh3-167,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,5ban Graphics,Rare Fossil,167,none,Trainer,['Item'],none,70.0,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Play this card as if it were a 70-HP Basic Colorless Pokémon. At any time during your turn, you may discard this card from play.', ""This card can't be affected by any Special Conditions, and it can't retreat."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"Play this card as if it were a 70-HP Basic Colorless Pokémon. At any time during your turn you may discard this card from play. ""This card cant be affected by any Special Conditions and it cant retreat."" You may play any number of Item cards during your turn.",False,Rare Fossil,,0.0,2022
swsh3-168,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,Yusuke Ohmura,Rose,168,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Attach up to 2 basic Energy cards from your discard pile to 1 of your Pokémon VMAX. If you attached any Energy cards in this way, discard your hand.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Attach up to 2 basic Energy cards from your discard pile to 1 of your Pokémon VMAX. If you attached any Energy cards in this way discard your hand. You may play only 1 Supporter card during your turn.,False,Rose,Rose,0.0007179781734635267,2022
swsh3-169,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,5ban Graphics,Rose Tower,169,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Once during each player's turn, that player may draw cards until they have 3 cards in their hand."", ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.""]",D,none,none,none,"""Once during each players turn that player may draw cards until they have 3 cards in their hand."" ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play you cant play this card.""",False,Rose Tower,Rose Tower,0.013210798391728892,2022
swsh3-170,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,5ban Graphics,Spikemuth,170,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Whenever a player's Active Pokémon moves to the Bench during their turn, put 2 damage counters on that Pokémon."", ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.""]",D,none,none,none,"""Whenever a players Active Pokémon moves to the Bench during their turn put 2 damage counters on that Pokémon."" ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play you cant play this card.""",False,Spikemuth,,0.0,2022
swsh3-171,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,Ryo Ueda,Struggle Gloves,171,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", ""If the Pokémon this card is attached to has Weakness to your opponent's Active Pokémon's type, its attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" ""If the Pokémon this card is attached to has Weakness to your opponents Active Pokémons type its attacks do 30 more damage to your opponents Active Pokémon (before applying Weakness and Resistance)."" You may play any number of Item cards during your turn.",False,Struggle Gloves,,0.0,2022
swsh3-172,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,Toyste Beach,Turbo Patch,172,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Flip a coin. If heads, attach a basic Energy card from your discard pile to 1 of your Basic Pokémon that isn't a Pokémon-GX."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Flip a coin. If heads attach a basic Energy card from your discard pile to 1 of your Basic Pokémon that isnt a Pokémon-GX."" You may play any number of Item cards during your turn.",False,Turbo Patch,,0.0,2022
swsh3-173,Darkness Ablaze,Sword & Shield,TPCI,Eighth,8/14/2020,5ban Graphics,Yell Horn,173,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Both Active Pokémon are now Confused.', 'You may play any number of Item cards during your turn.']",D,none,none,none,Both Active Pokémon are now Confused. You may play any number of Item cards during your turn.,False,Yell Horn,Yell Horn,0.008902929350947731,2022
swsh35-64,Champion's Path,Sword & Shield,TPCI,Eighth,9/25/2020,Ryo Ueda,Rotom Phone,64,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Look at the top 5 cards of your deck, choose 1 of them, and shuffle the other cards back into your deck. Then, put the card you chose on top of your deck.', 'You may play any number of Item cards during your turn.']",D,none,none,none,Look at the top 5 cards of your deck choose 1 of them and shuffle the other cards back into your deck. Then put the card you chose on top of your deck. You may play any number of Item cards during your turn.,False,Rotom Phone,Rotom Phone,0.04322228604250431,2022
swsh35-66,Champion's Path,Sword & Shield,TPCI,Eighth,9/25/2020,Ryo Ueda,Suspicious Food Tin,66,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Heal 80 damage from 1 of your Pokémon that has at least 1 Psychic Energy attached. If you healed any damage in this way, discard a Psychic Energy from it.', 'You may play any number of Item cards during your turn.']",D,none,none,none,Heal 80 damage from 1 of your Pokémon that has at least 1 Psychic Energy attached. If you healed any damage in this way discard a Psychic Energy from it. You may play any number of Item cards during your turn.,False,Suspicious Food Tin,,0.0,2022
swsh4-146,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,take,Allister,146,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Draw 3 cards. If you drew any cards in this way, discard up to 3 cards from your hand. (You must discard at least 1 card.)', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Draw 3 cards. If you drew any cards in this way discard up to 3 cards from your hand. (You must discard at least 1 card.) You may play only 1 Supporter card during your turn.,False,Allister,,0.0,2022
swsh4-147,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,take,Bea,147,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Discard the top 5 cards of your deck, and attach any Energy cards you discarded in this way to your Benched Fighting Pokémon in any way you like.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Discard the top 5 cards of your deck and attach any Energy cards you discarded in this way to your Benched Fighting Pokémon in any way you like. You may play only 1 Supporter card during your turn.,False,Bea,,0.0,2022
swsh4-148,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,kirisAki,Beauty,148,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['If you go first, you may play this card during your first turn.', 'Draw 2 cards.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,If you go first you may play this card during your first turn. Draw 2 cards. You may play only 1 Supporter card during your turn.,False,Beauty,,0.0,2022
swsh4-149,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,Hitoshi Ariga,Cara Liss,149,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for up to 2 Rare Fossil cards and put them onto your Bench. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Search your deck for up to 2 Rare Fossil cards and put them onto your Bench. Then shuffle your deck. You may play only 1 Supporter card during your turn.,False,Cara Liss,,0.0,2022
swsh4-150,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,5ban Graphics,Circhester Bath,150,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""All Basic Pokémon (both yours and your opponent's) take 20 less damage from attacks from the opponent's Pokémon (after applying Weakness and Resistance)."", ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.""]",D,none,none,none,"""All Basic Pokémon (both yours and your opponents) take 20 less damage from attacks from the opponents Pokémon (after applying Weakness and Resistance)."" ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play you cant play this card.""",False,Circhester Bath,,0.0,2022
swsh4-151,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,5ban Graphics,Drone Rotom,151,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Your opponent reveals their hand. If they do, look at the top card of your opponent's deck."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Your opponent reveals their hand. If they do look at the top card of your opponents deck."" You may play any number of Item cards during your turn.",False,Drone Rotom,,0.0,2022
swsh4-152,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,Toyste Beach,Hero's Medal,152,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", ""The Pokémon VMAX this card is attached to gets -100 HP, and if it is Knocked Out by damage from an attack from your opponent's Pokémon, that player takes 1 fewer Prize card. You can't attach this card to a Pokémon VMAX that has 100 HP or less remaining."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" ""The Pokémon VMAX this card is attached to gets -100 HP and if it is Knocked Out by damage from an attack from your opponents Pokémon that player takes 1 fewer Prize card. You cant attach this card to a Pokémon VMAX that has 100 HP or less remaining."" You may play any number of Item cards during your turn.",False,Hero's Medal,Hero's Medal,0.0022975301550832855,2022
swsh4-153,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,Emi Ando,League Staff,153,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Draw 2 cards. If Wyndon Stadium is in play, draw 2 more cards.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Draw 2 cards. If Wyndon Stadium is in play draw 2 more cards. You may play only 1 Supporter card during your turn.,False,League Staff,,0.0,2022
swsh4-154,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,Ken Sugimori,Leon,154,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Rare Holo,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""During this turn, your Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."", 'You may play only 1 Supporter card during your turn.']",D,none,none,none,"""During this turn your Pokémons attacks do 30 more damage to your opponents Active Pokémon (before applying Weakness and Resistance)."" You may play only 1 Supporter card during your turn.",False,Leon,Leon,0.003733486502010339,2022
swsh4-155,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,sadaji,Memory Capsule,155,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", 'The Pokémon this card is attached to can use any attack from its previous Evolutions. (You still need the necessary Energy to use each attack.)', 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" The Pokémon this card is attached to can use any attack from its previous Evolutions. (You still need the necessary Energy to use each attack.) You may play any number of Item cards during your turn.",False,Memory Capsule,Memory Capsule,0.005456634118322803,2022
swsh4-156,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,5ban Graphics,Moomoo Cheese,156,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Heal 30 damage from up to 2 of your Pokémon that have Energy attached.', 'You may play any number of Item cards during your turn.']",D,none,none,none,Heal 30 damage from up to 2 of your Pokémon that have Energy attached. You may play any number of Item cards during your turn.,False,Moomoo Cheese,,0.0,2022
swsh4-157,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,take,Nessa,157,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Put up to 4 in any combination of Water Pokémon and Water Energy cards from your discard pile into your hand.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Put up to 4 in any combination of Water Pokémon and Water Energy cards from your discard pile into your hand. You may play only 1 Supporter card during your turn.,False,Nessa,Nessa,0.002441125789775991,2022
swsh4-158,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,take,Opal,158,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Flip 2 coins. Search your deck for a number of cards up to the number of heads, put them into your hand, and shuffle your deck.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,Flip 2 coins. Search your deck for a number of cards up to the number of heads put them into your hand and shuffle your deck. You may play only 1 Supporter card during your turn.,False,Opal,,0.0,2022
swsh4-159,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,Studio Bora Inc.,Rocky Helmet,159,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", ""If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent's Pokémon (even if it is Knocked Out), put 2 damage counters on the Attacking Pokémon."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" ""If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponents Pokémon (even if it is Knocked Out) put 2 damage counters on the Attacking Pokémon."" You may play any number of Item cards during your turn.",False,Rocky Helmet,,0.0,2022
swsh4-160,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,Toyste Beach,Telescopic Sight,160,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", ""The attacks of the Pokémon this card is attached to do 30 more damage to your opponent's Benched Pokémon V and Benched Pokémon-GX."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" ""The attacks of the Pokémon this card is attached to do 30 more damage to your opponents Benched Pokémon V and Benched Pokémon-GX."" You may play any number of Item cards during your turn.",False,Telescopic Sight,Telescopic Sight,0.00043078690407811603,2022
swsh4-161,Vivid Voltage,Sword & Shield,TPCI,Eighth,11/13/2020,5ban Graphics,Wyndon Stadium,161,none,Trainer,['Stadium'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Whenever either player plays a Pokémon VMAX from their hand to evolve a Pokémon V during their turn, heal 100 damage from that Pokémon.', ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.""]",D,none,none,none,"Whenever either player plays a Pokémon VMAX from their hand to evolve a Pokémon V during their turn heal 100 damage from that Pokémon. ""This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play you cant play this card.""",False,Wyndon Stadium,,0.0,2022
swsh45-57,Shining Fates,Sword & Shield,TPCI,Eighth,2/19/2021,Hitoshi Ariga,Ball Guy,57,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for up to 3 different Item cards that have the word ""Ball"" in their name, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn.']",D,none,none,none,"Search your deck for up to 3 different Item cards that have the word ""Ball"" in their name reveal them and put them into your hand. Then shuffle your deck. You may play only 1 Supporter card during your turn.",False,Ball Guy,,0.0,2022
swsh45-59,Shining Fates,Sword & Shield,TPCI,Eighth,2/19/2021,Ryuta Fuse,Gym Trainer,59,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Draw 2 cards. If any of your Pokémon were Knocked Out during your opponent's last turn, draw 2 more cards."", 'You may play only 1 Supporter card during your turn.']",D,none,none,none,"""Draw 2 cards. If any of your Pokémon were Knocked Out during your opponents last turn draw 2 more cards."" You may play only 1 Supporter card during your turn.",False,Gym Trainer,,0.0,2022
swsh45-61,Shining Fates,Sword & Shield,TPCI,Eighth,2/19/2021,5ban Graphics,Rusted Shield,61,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", 'The Zamazenta V this card is attached to gets +70 HP.', 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" The Zamazenta V this card is attached to gets +70 HP. You may play any number of Item cards during your turn.",False,Rusted Shield,,0.0,2022
swsh45-62,Shining Fates,Sword & Shield,TPCI,Eighth,2/19/2021,5ban Graphics,Rusted Sword,62,none,Trainer,['Pokémon Tool'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", ""The attacks of the Zacian V this card is attached to do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."", 'You may play any number of Item cards during your turn.']",D,none,none,none,"""Attach a Pokémon Tool to 1 of your Pokémon that doesnt already have a Pokémon Tool attached."" ""The attacks of the Zacian V this card is attached to do 30 more damage to your opponents Active Pokémon (before applying Weakness and Resistance)."" You may play any number of Item cards during your turn.",False,Rusted Sword,,0.0,2022
swsh45-63,Shining Fates,Sword & Shield,TPCI,Eighth,2/19/2021,Studio Bora Inc.,Team Yell Towel,63,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'expanded': 'Legal'}",none,"['Heal 50 damage from both Active Pokémon.', 'You may play any number of Item cards during your turn.']",D,none,none,none,Heal 50 damage from both Active Pokémon. You may play any number of Item cards during your turn.,False,Team Yell Towel,Team Yell Towel,0.0017231476163124641,2022
swsh5-121,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Ken Sugimori,Bruno,121,none,Trainer,"['Supporter', 'Single Strike']",none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Shuffle your hand into your deck. Then, draw 4 cards. If any of your Pokémon were Knocked Out during your opponent's last turn, draw 7 cards instead."", 'You may play only 1 Supporter card during your turn.']",E,none,none,none,"""Shuffle your hand into your deck. Then draw 4 cards. If any of your Pokémon were Knocked Out during your opponents last turn draw 7 cards instead."" You may play only 1 Supporter card during your turn.",True,Bruno,Bruno,0.005456634118322803,2022
swsh5-122,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,sadaji,Camping Gear,122,none,Trainer,['Item'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Search your deck for a card and put it into your hand. Then, shuffle your deck. Your turn ends.', 'You may play any number of Item cards during your turn.']",E,none,none,none,Search your deck for a card and put it into your hand. Then shuffle your deck. Your turn ends. You may play any number of Item cards during your turn.,True,Camping Gear,,0.0,2022
swsh5-123,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Ken Sugimori,Cheryl,123,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Heal all damage from each of your Evolution Pokémon. If you do, discard all Energy from the Pokémon that were healed in this way.', 'You may play only 1 Supporter card during your turn.']",E,none,none,none,Heal all damage from each of your Evolution Pokémon. If you do discard all Energy from the Pokémon that were healed in this way. You may play only 1 Supporter card during your turn.,True,Cheryl,Cheryl,0.006318207926479035,2022
swsh5-127,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,sadaji,Fan of Waves,127,none,Trainer,"['Item', 'Rapid Strike']",none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""Put a Special Energy attached to 1 of your opponent's Pokémon on the bottom of their deck."", 'You may play any number of Item cards during your turn.']",E,none,none,none,"""Put a Special Energy attached to 1 of your opponents Pokémon on the bottom of their deck."" You may play any number of Item cards during your turn.",True,Fan of Waves,Fan of Waves,0.011918437679494543,2022
swsh5-128,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,kirisAki,Korrina's Focus,128,none,Trainer,"['Supporter', 'Rapid Strike']",none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"['Draw cards until you have 6 cards in your hand.', 'You may play only 1 Supporter card during your turn.']",E,none,none,none,Draw cards until you have 6 cards in your hand. You may play only 1 Supporter card during your turn.,True,Korrina's Focus,Korrina's Focus,0.002010338885697875,2022
swsh5-130,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,GAME FREAK inc.,Phoebe,130,none,Trainer,['Supporter'],none,none,none,none,none,none,none,none,none,Uncommon,none,none,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",none,"[""During this turn, damage from your Pokémon VMAX's attacks isn't affected by any effects on your opponent's Active Pokémon."", 'You may play only 1 Supporter card during your turn.']",E,none,none,none,"""During this turn damage from your Pokémon VMAXs attacks isnt affected by any effects on your opponents Active Pokémon."" You may play only 1 Supporter card during your turn.",True,Phoebe,Phoebe,0.0005743825387708214,2022
